Number of Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype
2,2014,11,DIED,IN FOSTER
2,2014,11,DIED,IN KENNEL
2,2014,11,DISPOSAL,BY OWNER
31,2014,11,DISPOSAL,DEAD ARRIV
2,2014,11,EUTH,BEHAV HIST
32,2014,11,EUTH,BEHAV OBSV
17,2014,11,EUTH,CONTAG DIS
29,2014,11,EUTH,MEDICAL
44,2014,11,EUTH,REQUESTED
26,2014,11,EUTH,TIME/SPACE
1,2014,11,EUTH,TOO OLD
2,2014,11,EUTH,TOO YOUNG
6,2014,11,FOSTER,
3,2014,11,FOSTER,BEHAV OBSV
6,2014,11,FOSTER,MEDICAL
1,2014,11,FOSTER,PREGNANT
9,2014,11,FOSTER,RESCUE GRP
5,2014,11,FOSTER,TIME/SPACE
1,2014,11,FOSTER,TOO OLD
26,2014,11,FOSTER,TOO YOUNG
6,2014,11,RTF,
22,2014,11,RTO,
6,2014,11,RTO,IN FIELD
25,2014,11,RTO,IN KENNEL
61,2014,11,TNR,
9,2014,11,TRANSFER,
73,2014,11,TRANSFER,KHS
31,2014,11,TRANSFER,RESCUE GRP
12,2014,11,TRANSPORT,RESCUE GRP
1,2014,12,,
1,2014,12,ADOPTION,
2,2014,12,ADOPTION,3RD PARTY
1,2014,12,ADOPTION,AAA
2,2014,12,ADOPTION,EVENT
11,2014,12,ADOPTION,FACEBOOK
2,2014,12,ADOPTION,FOSTER
2,2014,12,ADOPTION,FRIEND
25,2014,12,ADOPTION,INTERNET
2,2014,12,ADOPTION,NEWSLETTER
22,2014,12,ADOPTION,PROMO
5,2014,12,ADOPTION,PRV ADOPT
4,2014,12,ADOPTION,PS HURST
19,2014,12,ADOPTION,PS OUTER
7,2014,12,ADOPTION,REFERRAL
1,2014,12,ADOPTION,TV WHAS
89,2014,12,ADOPTION,WALK IN
7,2014,12,ADOPTION,WEB PF
3,2014,12,DIED,IN KENNEL
4,2014,12,DISPOSAL,
1,2014,12,DISPOSAL,BY OWNER
14,2014,12,DISPOSAL,DEAD ARRIV
1,2014,12,DISPOSAL,NECROPSY
2,2014,12,DISPOSAL,STRAY
1,2014,12,EUTH,
1,2014,12,EUTH,BEHAV HIST
33,2014,12,EUTH,BEHAV OBSV
6,2014,12,EUTH,CONTAG DIS
16,2014,12,EUTH,MEDICAL
42,2014,12,EUTH,REQUESTED
8,2014,12,EUTH,TIME/SPACE
8,2014,12,FOSTER,
3,2014,12,FOSTER,BEHAV OBSV
1,2014,12,FOSTER,BREED
5,2014,12,FOSTER,MEDICAL
12,2014,12,FOSTER,TIME/SPACE
7,2014,12,FOSTER,TOO YOUNG
1,2014,12,MISSING EX,ENROUTE
4,2014,12,RTF,
30,2014,12,RTO,
13,2014,12,RTO,IN FIELD
45,2014,12,RTO,IN KENNEL
37,2014,12,TNR,
5,2014,12,TRANSFER,
144,2014,12,TRANSFER,KHS
58,2014,12,TRANSFER,RESCUE GRP
39,2014,12,TRANSPORT,RESCUE GRP
2,2015,1,ADOPTION,
4,2015,1,ADOPTION,3RD PARTY
1,2015,1,ADOPTION,EVENT
5,2015,1,ADOPTION,FACEBOOK
7,2015,1,ADOPTION,FOSTER
8,2015,1,ADOPTION,FRIEND
21,2015,1,ADOPTION,INTERNET
15,2015,1,ADOPTION,PROMO
1,2015,1,ADOPTION,PRV ADOPT
5,2015,1,ADOPTION,PS HURST
13,2015,1,ADOPTION,PS OUTER
11,2015,1,ADOPTION,REFERRAL
1,2015,1,ADOPTION,TV OTHER
60,2015,1,ADOPTION,WALK IN
2,2015,1,ADOPTION,WEB METRO
3,2015,1,ADOPTION,WEB PF
1,2015,1,DIED,IN FOSTER
1,2015,1,DIED,IN KENNEL
1,2015,1,DISPOSAL,
2,2015,1,DISPOSAL,BY OWNER
1,2015,1,DISPOSAL,CREM-PRIV
17,2015,1,DISPOSAL,DEAD ARRIV
46,2015,1,EUTH,BEHAV OBSV
3,2015,1,EUTH,CONTAG DIS
16,2015,1,EUTH,MEDICAL
47,2015,1,EUTH,REQUESTED
1,2015,1,EUTH,TIME/SPACE
9,2015,1,FOSTER,
1,2015,1,FOSTER,BEHAV OBSV
13,2015,1,FOSTER,MEDICAL
9,2015,1,FOSTER,TIME/SPACE
17,2015,1,FOSTER,TOO YOUNG
14,2015,1,RTF,
11,2015,1,RTO,
14,2015,1,RTO,IN FIELD
32,2015,1,RTO,IN KENNEL
44,2015,1,TNR,
4,2015,1,TRANSFER,
100,2015,1,TRANSFER,KHS
78,2015,1,TRANSFER,RESCUE GRP
54,2015,1,TRANSPORT,RESCUE GRP
1,2015,2,,
2,2015,2,ADOPTION,3RD PARTY
2,2015,2,ADOPTION,EVENT
1,2015,2,ADOPTION,FACEBOOK
2,2015,2,ADOPTION,FOSTER
5,2015,2,ADOPTION,FRIEND
25,2015,2,ADOPTION,INTERNET
1,2015,2,ADOPTION,NEWSLETTER
1,2015,2,ADOPTION,PROMO
2,2015,2,ADOPTION,PRV ADOPT
9,2015,2,ADOPTION,PS OUTER
7,2015,2,ADOPTION,REFERRAL
74,2015,2,ADOPTION,WALK IN
6,2015,2,ADOPTION,WEB PF
2,2015,2,DIED,IN FOSTER
1,2015,2,DIED,IN KENNEL
3,2015,2,DISPOSAL,
12,2015,2,DISPOSAL,BY OWNER
8,2015,2,DISPOSAL,DEAD ARRIV
1,2015,2,DISPOSAL,STRAY
1,2015,2,EUTH,
2,2015,2,EUTH,BEHAV HIST
14,2015,2,EUTH,BEHAV OBSV
2,2015,2,EUTH,CONTAG DIS
12,2015,2,EUTH,MEDICAL
31,2015,2,EUTH,REQUESTED
6,2015,2,EUTH,TIME/SPACE
13,2015,2,FOSTER,
1,2015,2,FOSTER,BEHAV OBSV
11,2015,2,FOSTER,MEDICAL
1,2015,2,FOSTER,TIME/SPACE
16,2015,2,FOSTER,TOO YOUNG
5,2015,2,RTF,
20,2015,2,RTO,
7,2015,2,RTO,IN FIELD
26,2015,2,RTO,IN KENNEL
30,2015,2,TNR,
16,2015,2,TRANSFER,
100,2015,2,TRANSFER,KHS
57,2015,2,TRANSFER,RESCUE GRP
1,2015,2,TRANSPORT,
37,2015,2,TRANSPORT,RESCUE GRP
1,2015,3,,
1,2015,3,ADOPTION,3RD PARTY
3,2015,3,ADOPTION,FACEBOOK
2,2015,3,ADOPTION,FOSTER
8,2015,3,ADOPTION,FRIEND
33,2015,3,ADOPTION,INTERNET
3,2015,3,ADOPTION,PROMO
10,2015,3,ADOPTION,PRV ADOPT
1,2015,3,ADOPTION,PS HURST
14,2015,3,ADOPTION,PS OUTER
5,2015,3,ADOPTION,REFERRAL
1,2015,3,ADOPTION,TV METRO
1,2015,3,ADOPTION,TV WHAS
56,2015,3,ADOPTION,WALK IN
2,2015,3,ADOPTION,WEB PF
1,2015,3,DIED,AT VET
4,2015,3,DIED,IN FOSTER
2,2015,3,DIED,IN KENNEL
3,2015,3,DISPOSAL,
7,2015,3,DISPOSAL,BY OWNER
20,2015,3,DISPOSAL,DEAD ARRIV
3,2015,3,DISPOSAL,NECROPSY
2,2015,3,DISPOSAL,STRAY
30,2015,3,EUTH,BEHAV OBSV
5,2015,3,EUTH,CONTAG DIS
22,2015,3,EUTH,MEDICAL
42,2015,3,EUTH,REQUESTED
5,2015,3,EUTH,TIME/SPACE
1,2015,3,FOSTER,
1,2015,3,FOSTER,BEHAV OBSV
1,2015,3,FOSTER,CONTAG DIS
5,2015,3,FOSTER,MEDICAL
3,2015,3,FOSTER,TIME/SPACE
2,2015,3,FOSTER,TOO OLD
19,2015,3,FOSTER,TOO YOUNG
2,2015,3,RTF,
6,2015,3,RTO,
19,2015,3,RTO,IN FIELD
43,2015,3,RTO,IN KENNEL
49,2015,3,TNR,
1,2015,3,TRANSFER,
7,2015,3,TRANSFER,AN CONTROL
94,2015,3,TRANSFER,KHS
72,2015,3,TRANSFER,RESCUE GRP
1,2015,3,TRANSFER,WILDLIFE
13,2015,3,TRANSPORT,
11,2015,3,TRANSPORT,RESCUE GRP
2,2015,4,,
2,2015,4,ADOPTION,3RD PARTY
1,2015,4,ADOPTION,EVENT
2,2015,4,ADOPTION,FOSTER
5,2015,4,ADOPTION,FRIEND
29,2015,4,ADOPTION,INTERNET
9,2015,4,ADOPTION,PRV ADOPT
4,2015,4,ADOPTION,PS HURST
10,2015,4,ADOPTION,PS OUTER
5,2015,4,ADOPTION,REFERRAL
1,2015,4,ADOPTION,TV METRO
45,2015,4,ADOPTION,WALK IN
2,2015,4,ADOPTION,WEB PF
1,2015,4,DIED,AT VET
1,2015,4,DIED,ENROUTE
3,2015,4,DIED,IN FOSTER
5,2015,4,DIED,IN KENNEL
3,2015,4,DISPOSAL,BY OWNER
12,2015,4,DISPOSAL,DEAD ARRIV
1,2015,4,DISPOSAL,STRAY
20,2015,4,EUTH,BEHAV OBSV
2,2015,4,EUTH,CONTAG DIS
25,2015,4,EUTH,MEDICAL
48,2015,4,EUTH,REQUESTED
14,2015,4,EUTH,TIME/SPACE
5,2015,4,FOSTER,BEHAV OBSV
6,2015,4,FOSTER,MEDICAL
7,2015,4,FOSTER,TIME/SPACE
29,2015,4,FOSTER,TOO YOUNG
1,2015,4,RELEASE,
2,2015,4,RELEASE,WILDLIFE
2,2015,4,RTF,
1,2015,4,RTO,
15,2015,4,RTO,IN FIELD
63,2015,4,RTO,IN KENNEL
42,2015,4,TNR,
1,2015,4,TRANSFER,AN CONTROL
108,2015,4,TRANSFER,KHS
60,2015,4,TRANSFER,RESCUE GRP
42,2015,4,TRANSPORT,RESCUE GRP
2,2015,5,ADOPTION,
2,2015,5,ADOPTION,3RD PARTY
1,2015,5,ADOPTION,EVENT
1,2015,5,ADOPTION,FACEBOOK
4,2015,5,ADOPTION,FOSTER
7,2015,5,ADOPTION,FRIEND
30,2015,5,ADOPTION,INTERNET
3,2015,5,ADOPTION,NEWSLETTER
3,2015,5,ADOPTION,PROMO
11,2015,5,ADOPTION,PRV ADOPT
2,2015,5,ADOPTION,PS HURST
7,2015,5,ADOPTION,PS OUTER
9,2015,5,ADOPTION,REFERRAL
3,2015,5,ADOPTION,TV METRO
1,2015,5,ADOPTION,TV WHAS
36,2015,5,ADOPTION,WALK IN
2,2015,5,ADOPTION,WEB METRO
1,2015,5,ADOPTION,WEB PF
2,2015,5,DIED,ENROUTE
5,2015,5,DIED,IN KENNEL
2,2015,5,DISPOSAL,
1,2015,5,DISPOSAL,BY OWNER
20,2015,5,DISPOSAL,DEAD ARRIV
1,2015,5,EUTH,BEHAV HIST
31,2015,5,EUTH,BEHAV OBSV
6,2015,5,EUTH,CONTAG DIS
38,2015,5,EUTH,MEDICAL
50,2015,5,EUTH,REQUESTED
4,2015,5,EUTH,TOO YOUNG
2,2015,5,FOSTER,BEHAV OBSV
14,2015,5,FOSTER,MEDICAL
3,2015,5,FOSTER,TIME/SPACE
32,2015,5,FOSTER,TOO YOUNG
7,2015,5,RTF,
10,2015,5,RTO,
12,2015,5,RTO,IN FIELD
53,2015,5,RTO,IN KENNEL
40,2015,5,TNR,
8,2015,5,TRANSFER,
99,2015,5,TRANSFER,KHS
20,2015,5,TRANSFER,RESCUE GRP
45,2015,5,TRANSPORT,RESCUE GRP
1,2015,6,ADOPTION,
1,2015,6,ADOPTION,3RD PARTY
1,2015,6,ADOPTION,EVENT
1,2015,6,ADOPTION,EXCHANGE
3,2015,6,ADOPTION,FACEBOOK
5,2015,6,ADOPTION,FOSTER
10,2015,6,ADOPTION,FRIEND
47,2015,6,ADOPTION,INTERNET
2,2015,6,ADOPTION,PROMO
9,2015,6,ADOPTION,PRV ADOPT
4,2015,6,ADOPTION,PS HURST
14,2015,6,ADOPTION,PS OUTER
9,2015,6,ADOPTION,REFERRAL
1,2015,6,ADOPTION,TV OTHER
46,2015,6,ADOPTION,WALK IN
1,2015,6,ADOPTION,WEB METRO
1,2015,6,DIED,AT VET
3,2015,6,DIED,ENROUTE
2,2015,6,DIED,IN FOSTER
10,2015,6,DIED,IN KENNEL
1,2015,6,DISPOSAL,
6,2015,6,DISPOSAL,BY OWNER
19,2015,6,DISPOSAL,DEAD ARRIV
1,2015,6,DISPOSAL,NECROPSY
2,2015,6,DISPOSAL,STRAY
1,2015,6,EUTH,AGRESSION
1,2015,6,EUTH,BEHAV HIST
40,2015,6,EUTH,BEHAV OBSV
28,2015,6,EUTH,CONTAG DIS
82,2015,6,EUTH,MEDICAL
44,2015,6,EUTH,REQUESTED
9,2015,6,EUTH,TIME/SPACE
4,2015,6,EUTH,TOO YOUNG
1,2015,6,FOSTER,
3,2015,6,FOSTER,BEHAV OBSV
4,2015,6,FOSTER,CONTAG DIS
9,2015,6,FOSTER,MEDICAL
1,2015,6,FOSTER,RESCUE GRP
28,2015,6,FOSTER,TIME/SPACE
35,2015,6,FOSTER,TOO YOUNG
4,2015,6,RTF,
2,2015,6,RTO,
14,2015,6,RTO,IN FIELD
58,2015,6,RTO,IN KENNEL
74,2015,6,TNR,
1,2015,6,TRANSFER,
110,2015,6,TRANSFER,KHS
41,2015,6,TRANSFER,RESCUE GRP
47,2015,6,TRANSPORT,RESCUE GRP
10,2015,7,ADOPTION,
1,2015,7,ADOPTION,3RD PARTY
2,2015,7,ADOPTION,EVENT
3,2015,7,ADOPTION,FACEBOOK
2,2015,7,ADOPTION,FOSTER
10,2015,7,ADOPTION,FRIEND
57,2015,7,ADOPTION,INTERNET
5,2015,7,ADOPTION,NEWSLETTER
15,2015,7,ADOPTION,PRV ADOPT
5,2015,7,ADOPTION,PS HURST
25,2015,7,ADOPTION,PS OUTER
14,2015,7,ADOPTION,REFERRAL
2,2015,7,ADOPTION,TV OTHER
33,2015,7,ADOPTION,WALK IN
1,2015,7,ADOPTION,WEB METRO
4,2015,7,ADOPTION,WEB PF
1,2015,7,DIED,AT VET
2,2015,7,DIED,ENROUTE
3,2015,7,DIED,IN KENNEL
5,2015,7,DISPOSAL,
1,2015,7,DISPOSAL,BY OWNER
29,2015,7,DISPOSAL,DEAD ARRIV
2,2015,7,DISPOSAL,STRAY
1,2015,7,EUTH,
52,2015,7,EUTH,BEHAV OBSV
16,2015,7,EUTH,CONTAG DIS
1,2015,7,EUTH,FELV
79,2015,7,EUTH,MEDICAL
58,2015,7,EUTH,REQUESTED
14,2015,7,EUTH,TIME/SPACE
9,2015,7,EUTH,TOO YOUNG
1,2015,7,FOSTER,
3,2015,7,FOSTER,BEHAV OBSV
20,2015,7,FOSTER,MEDICAL
1,2015,7,FOSTER,PREGNANT
2,2015,7,FOSTER,RESCUE GRP
16,2015,7,FOSTER,TIME/SPACE
22,2015,7,FOSTER,TOO YOUNG
11,2015,7,RTF,
8,2015,7,RTO,
17,2015,7,RTO,IN FIELD
53,2015,7,RTO,IN KENNEL
73,2015,7,TNR,
87,2015,7,TRANSFER,KHS
72,2015,7,TRANSFER,RESCUE GRP
42,2015,7,TRANSPORT,RESCUE GRP
8,2015,8,ADOPTION,
4,2015,8,ADOPTION,EVENT
5,2015,8,ADOPTION,FACEBOOK
3,2015,8,ADOPTION,FOSTER
21,2015,8,ADOPTION,FRIEND
59,2015,8,ADOPTION,INTERNET
3,2015,8,ADOPTION,NEWSLETTER
18,2015,8,ADOPTION,PRV ADOPT
4,2015,8,ADOPTION,PS HURST
17,2015,8,ADOPTION,PS OUTER
1,2015,8,ADOPTION,RADIO MAX
5,2015,8,ADOPTION,RADIO OTHR
15,2015,8,ADOPTION,REFERRAL
2,2015,8,ADOPTION,TV OTHER
1,2015,8,ADOPTION,TV WLKY
41,2015,8,ADOPTION,WALK IN
2,2015,8,ADOPTION,WEB METRO
5,2015,8,ADOPTION,WEB PF
1,2015,8,ADOPTION,WEB PH
4,2015,8,DIED,IN FOSTER
8,2015,8,DIED,IN KENNEL
1,2015,8,DISPOSAL,
2,2015,8,DISPOSAL,BY OWNER
16,2015,8,DISPOSAL,DEAD ARRIV
2,2015,8,DISPOSAL,NECROPSY
3,2015,8,DISPOSAL,STRAY
31,2015,8,EUTH,BEHAV OBSV
36,2015,8,EUTH,CONTAG DIS
55,2015,8,EUTH,MEDICAL
88,2015,8,EUTH,REQUESTED
8,2015,8,EUTH,TIME/SPACE
9,2015,8,EUTH,TOO YOUNG
5,2015,8,FOSTER,
1,2015,8,FOSTER,BEHAV OBSV
11,2015,8,FOSTER,CONTAG DIS
22,2015,8,FOSTER,MEDICAL
2,2015,8,FOSTER,RESCUE GRP
31,2015,8,FOSTER,TIME/SPACE
26,2015,8,FOSTER,TOO YOUNG
10,2015,8,RTF,
3,2015,8,RTO,
12,2015,8,RTO,IN FIELD
57,2015,8,RTO,IN KENNEL
97,2015,8,TNR,
3,2015,8,TRANSFER,
1,2015,8,TRANSFER,AN CONTROL
15,2015,8,TRANSFER,KHS
22,2015,8,TRANSFER,RESCUE GRP
30,2015,8,TRANSPORT,RESCUE GRP
1,2015,9,ADOPTION,
2,2015,9,ADOPTION,3RD PARTY
2,2015,9,ADOPTION,EVENT
4,2015,9,ADOPTION,FACEBOOK
8,2015,9,ADOPTION,FOSTER
19,2015,9,ADOPTION,FRIEND
35,2015,9,ADOPTION,INTERNET
5,2015,9,ADOPTION,NEWSLETTER
7,2015,9,ADOPTION,PROMO
10,2015,9,ADOPTION,PRV ADOPT
3,2015,9,ADOPTION,PS HURST
16,2015,9,ADOPTION,PS OUTER
1,2015,9,ADOPTION,RADIO OTHR
12,2015,9,ADOPTION,REFERRAL
1,2015,9,ADOPTION,TV METRO
1,2015,9,ADOPTION,TV OTHER
1,2015,9,ADOPTION,TV WLKY
36,2015,9,ADOPTION,WALK IN
6,2015,9,ADOPTION,WEB PF
1,2015,9,DIED,ENROUTE
2,2015,9,DIED,IN FOSTER
6,2015,9,DIED,IN KENNEL
1,2015,9,DISPOSAL,
2,2015,9,DISPOSAL,BY OWNER
19,2015,9,DISPOSAL,DEAD ARRIV
3,2015,9,DISPOSAL,NECROPSY
1,2015,9,DISPOSAL,STRAY
2,2015,9,EUTH,
2,2015,9,EUTH,BEHAV HIST
29,2015,9,EUTH,BEHAV OBSV
32,2015,9,EUTH,CONTAG DIS
39,2015,9,EUTH,MEDICAL
58,2015,9,EUTH,REQUESTED
1,2015,9,FOSTER,BEHAV OBSV
6,2015,9,FOSTER,MEDICAL
1,2015,9,FOSTER,RESCUE GRP
15,2015,9,FOSTER,TIME/SPACE
1,2015,9,FOSTER,TOO OLD
14,2015,9,FOSTER,TOO YOUNG
1,2015,9,RELEASE,WILDLIFE
18,2015,9,RTF,
7,2015,9,RTO,
15,2015,9,RTO,IN FIELD
53,2015,9,RTO,IN KENNEL
106,2015,9,TNR,
3,2015,9,TRANSFER,
10,2015,9,TRANSFER,KHS
1,2015,9,TRANSFER,RES WAGGIN
25,2015,9,TRANSFER,RESCUE GRP
47,2015,9,TRANSPORT,RESCUE GRP
6,2015,10,ADOPTION,
33,2015,10,ADOPTION,EVENT
17,2015,10,ADOPTION,FACEBOOK
8,2015,10,ADOPTION,FOSTER
25,2015,10,ADOPTION,FRIEND
100,2015,10,ADOPTION,INTERNET
3,2015,10,ADOPTION,NEWSLETTER
1,2015,10,ADOPTION,PROMO
8,2015,10,ADOPTION,PRV ADOPT
7,2015,10,ADOPTION,PS HURST
20,2015,10,ADOPTION,PS OUTER
1,2015,10,ADOPTION,RADIO OTHR
2,2015,10,ADOPTION,RADIO WDJX
11,2015,10,ADOPTION,REFERRAL
12,2015,10,ADOPTION,TV OTHER
4,2015,10,ADOPTION,TV WHAS
3,2015,10,ADOPTION,TV WLKY
44,2015,10,ADOPTION,WALK IN
5,2015,10,ADOPTION,WEB PF
1,2015,10,DIED,AT VET
4,2015,10,DIED,IN FOSTER
5,2015,10,DIED,IN KENNEL
1,2015,10,DISPOSAL,
3,2015,10,DISPOSAL,BY OWNER
27,2015,10,DISPOSAL,DEAD ARRIV
1,2015,10,DISPOSAL,STRAY
47,2015,10,EUTH,BEHAV OBSV
21,2015,10,EUTH,CONTAG DIS
40,2015,10,EUTH,MEDICAL
53,2015,10,EUTH,REQUESTED
3,2015,10,EUTH,TIME/SPACE
4,2015,10,FOSTER,
4,2015,10,FOSTER,BEHAV OBSV
2,2015,10,FOSTER,CONTAG DIS
17,2015,10,FOSTER,MEDICAL
3,2015,10,FOSTER,RESCUE GRP
16,2015,10,FOSTER,TIME/SPACE
1,2015,10,FOSTER,TOO OLD
19,2015,10,FOSTER,TOO YOUNG
3,2015,10,RTF,
7,2015,10,RTO,
12,2015,10,RTO,IN FIELD
69,2015,10,RTO,IN KENNEL
102,2015,10,TNR,
11,2015,10,TRANSFER,
22,2015,10,TRANSFER,AN CONTROL
23,2015,10,TRANSFER,KHS
27,2015,10,TRANSFER,RESCUE GRP
1,2015,10,TRANSFER,WILDLIFE
27,2015,10,TRANSPORT,RESCUE GRP
9,2015,11,ADOPTION,
1,2015,11,ADOPTION,3RD PARTY
28,2015,11,ADOPTION,EVENT
15,2015,11,ADOPTION,FACEBOOK
6,2015,11,ADOPTION,FOSTER
19,2015,11,ADOPTION,FRIEND
64,2015,11,ADOPTION,INTERNET
3,2015,11,ADOPTION,NEWSLETTER
6,2015,11,ADOPTION,PROMO
13,2015,11,ADOPTION,PRV ADOPT
14,2015,11,ADOPTION,PS OUTER
14,2015,11,ADOPTION,REFERRAL
1,2015,11,ADOPTION,TV METRO
1,2015,11,ADOPTION,TV OTHER
3,2015,11,ADOPTION,TV WHAS
1,2015,11,ADOPTION,TV WLKY
29,2015,11,ADOPTION,WALK IN
2,2015,11,ADOPTION,WEB PF
3,2015,11,DIED,IN FOSTER
3,2015,11,DIED,IN KENNEL
2,2015,11,DISPOSAL,
4,2015,11,DISPOSAL,BY OWNER
11,2015,11,DISPOSAL,DEAD ARRIV
1,2015,11,DISPOSAL,NECROPSY
1,2015,11,DISPOSAL,STRAY
1,2015,11,EUTH,AGRESSION
23,2015,11,EUTH,BEHAV OBSV
4,2015,11,EUTH,CONTAG DIS
44,2015,11,EUTH,MEDICAL
42,2015,11,EUTH,REQUESTED
14,2015,11,FOSTER,
1,2015,11,FOSTER,BEHAV OBSV
16,2015,11,FOSTER,MEDICAL
15,2015,11,FOSTER,TIME/SPACE
17,2015,11,FOSTER,TOO YOUNG
1,2015,11,RELEASE,WILDLIFE
3,2015,11,RTF,
8,2015,11,RTO,
12,2015,11,RTO,IN FIELD
32,2015,11,RTO,IN KENNEL
53,2015,11,TNR,
7,2015,11,TRANSFER,
69,2015,11,TRANSFER,KHS
48,2015,11,TRANSFER,RESCUE GRP
2,2015,12,ADOPTION,
1,2015,12,ADOPTION,3RD PARTY
3,2015,12,ADOPTION,EVENT
5,2015,12,ADOPTION,FACEBOOK
1,2015,12,ADOPTION,FOSTER
5,2015,12,ADOPTION,FRIEND
46,2015,12,ADOPTION,INTERNET
4,2015,12,ADOPTION,PRV ADOPT
7,2015,12,ADOPTION,PS HURST
21,2015,12,ADOPTION,PS OUTER
13,2015,12,ADOPTION,REFERRAL
1,2015,12,ADOPTION,TV WLKY
39,2015,12,ADOPTION,WALK IN
1,2015,12,ADOPTION,WEB PF
3,2015,12,DIED,IN KENNEL
9,2015,12,DISPOSAL,BY OWNER
16,2015,12,DISPOSAL,DEAD ARRIV
1,2015,12,DISPOSAL,NECROPSY
1,2015,12,EUTH,
1,2015,12,EUTH,BEHAV HIST
23,2015,12,EUTH,BEHAV OBSV
4,2015,12,EUTH,CONTAG DIS
18,2015,12,EUTH,MEDICAL
53,2015,12,EUTH,REQUESTED
2,2015,12,EUTH,TIME/SPACE
1,2015,12,FOSTER,
10,2015,12,FOSTER,MEDICAL
7,2015,12,FOSTER,TIME/SPACE
1,2015,12,FOSTER,TOO OLD
4,2015,12,FOSTER,TOO YOUNG
1,2015,12,RELEASE,WILDLIFE
12,2015,12,RTF,
3,2015,12,RTO,
10,2015,12,RTO,IN FIELD
48,2015,12,RTO,IN KENNEL
47,2015,12,TNR,
33,2015,12,TRANSFER,KHS
37,2015,12,TRANSFER,RESCUE GRP
1,2015,12,TRANSFER,WILDLIFE
72,2015,12,TRANSPORT,RESCUE GRP
1,2016,1,ADOPTION,3RD PARTY
1,2016,1,ADOPTION,EVENT
15,2016,1,ADOPTION,FACEBOOK
4,2016,1,ADOPTION,FOSTER
16,2016,1,ADOPTION,FRIEND
39,2016,1,ADOPTION,INTERNET
21,2016,1,ADOPTION,PRV ADOPT
11,2016,1,ADOPTION,PS OUTER
18,2016,1,ADOPTION,REFERRAL
2,2016,1,ADOPTION,TV OTHER
3,2016,1,ADOPTION,TV WHAS
1,2016,1,ADOPTION,TV WLKY
32,2016,1,ADOPTION,WALK IN
3,2016,1,DIED,
4,2016,1,DIED,ENROUTE
1,2016,1,DIED,IN FOSTER
1,2016,1,DIED,IN KENNEL
3,2016,1,DISPOSAL,BY OWNER
15,2016,1,DISPOSAL,DEAD ARRIV
1,2016,1,DISPOSAL,STRAY
31,2016,1,EUTH,BEHAV OBSV
1,2016,1,EUTH,CONTAG DIS
16,2016,1,EUTH,MEDICAL
25,2016,1,EUTH,REQUESTED
3,2016,1,EUTH,TIME/SPACE
6,2016,1,FOSTER,
4,2016,1,FOSTER,BEHAV OBSV
10,2016,1,FOSTER,MEDICAL
13,2016,1,FOSTER,RESCUE GRP
9,2016,1,FOSTER,TIME/SPACE
1,2016,1,FOSTER,TOO OLD
1,2016,1,MISSING EX,
4,2016,1,RTF,
2,2016,1,RTO,
13,2016,1,RTO,IN FIELD
53,2016,1,RTO,IN KENNEL
38,2016,1,SNR,
4,2016,1,TRANSFER,
41,2016,1,TRANSFER,KHS
58,2016,1,TRANSFER,RESCUE GRP
21,2016,1,TRANSPORT,
19,2016,1,TRANSPORT,RESCUE GRP
1,2016,2,,
1,2016,2,ADOPTION,
4,2016,2,ADOPTION,3RD PARTY
11,2016,2,ADOPTION,FACEBOOK
6,2016,2,ADOPTION,FOSTER
10,2016,2,ADOPTION,FRIEND
64,2016,2,ADOPTION,INTERNET
2,2016,2,ADOPTION,NEWSLETTER
12,2016,2,ADOPTION,PRV ADOPT
9,2016,2,ADOPTION,PS HURST
19,2016,2,ADOPTION,PS OUTER
17,2016,2,ADOPTION,REFERRAL
1,2016,2,ADOPTION,TV WLKY
22,2016,2,ADOPTION,WALK IN
1,2016,2,ADOPTION,WEB PF
1,2016,2,DIED,IN KENNEL
1,2016,2,DISPOSAL,
3,2016,2,DISPOSAL,BY OWNER
19,2016,2,DISPOSAL,DEAD ARRIV
2,2016,2,DISPOSAL,NECROPSY
1,2016,2,DISPOSAL,STRAY
1,2016,2,EUTH,
24,2016,2,EUTH,BEHAV OBSV
4,2016,2,EUTH,CONTAG DIS
17,2016,2,EUTH,MEDICAL
42,2016,2,EUTH,REQUESTED
1,2016,2,EUTH,TIME/SPACE
6,2016,2,FOSTER,
3,2016,2,FOSTER,BEHAV OBSV
11,2016,2,FOSTER,MEDICAL
9,2016,2,FOSTER,RESCUE GRP
8,2016,2,FOSTER,TIME/SPACE
2,2016,2,FOSTER,TOO YOUNG
4,2016,2,RTF,
1,2016,2,RTO,
15,2016,2,RTO,IN FIELD
44,2016,2,RTO,IN KENNEL
38,2016,2,SNR,
1,2016,2,TRANSFER,AN CONTROL
43,2016,2,TRANSFER,KHS
64,2016,2,TRANSFER,RESCUE GRP
10,2016,2,TRANSPORT,RESCUE GRP
2,2016,3,,
1,2016,3,ADOPTION,
3,2016,3,ADOPTION,3RD PARTY
2,2016,3,ADOPTION,EVENT
15,2016,3,ADOPTION,FACEBOOK
6,2016,3,ADOPTION,FOSTER
7,2016,3,ADOPTION,FRIEND
70,2016,3,ADOPTION,INTERNET
1,2016,3,ADOPTION,NEWSLETTER
16,2016,3,ADOPTION,PRV ADOPT
1,2016,3,ADOPTION,PS HURST
13,2016,3,ADOPTION,PS OUTER
16,2016,3,ADOPTION,REFERRAL
